PID,Section,Stage,Group,Condition,Code,Time_HH,Fear.rating,Repeat,TOAccuracy,Recall,Segment,Analytic,Clout,Authentic,Tone,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,States,Motives,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Peak_Staging,Peak_PlotProg,Peak_CogTension,Valley_Staging,Valley_PlotProg,Valley_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5,Event.Int,Place.Int,Time.Int,Perceptual.Int,Emo.Tho.Int,Event.Ext,Place.Ext,Time.Ext,Perceptual.Ext,Emo.Tho.Ext,Semantic,Repetition,Other,Internal,External,Total,Percent_Internal,ContextualScore,PerceptualBias,WordCount,Age
1012,GhostlyGrounds,Delay,Role-assignment,Share,1,07:30pm,5,0,0.8,I remember walking in on the bus. I also remember walking through the section with strobe lights and bodies hanging from the ceiling. I also remember there was a section that was sort of cage like and there was someone inside but they could also get out and I didnt think that they could so when they jumped outside of the cage I was scared. I remember there was an employee following my group as we walked out  and I kept turning around to make sure that they didnt run up on me from behind.  ,1,25.46,14.81,99,9.95,1.05,1.05,0,0,14.74,0,14.74,5.26,0,2.11,3.16,0,3.16,4.21,1.05,0,1.05,1.05,0,1.05,1.05,0,0,0,8.42,0,0,0,0,0,0,8.42,0,0,0,0,0,0,1.05,0,0,0,0,0,0,4.21,24.21,2.11,6.32,14.74,1.05,0,0,1.05,4.21,38.43,75.11,46.72,-6.53,5,3,1,3,1,4,80,40,0,60,100,0,36.36,100,27.27,18.18,100,50,100,0,0,5,3,0,2,2,0,0,0,0,0,0,0,0,12,0,12,1,10,0.2,95,21
1013,Infirmary,Immediate,Role-assignment,Baseline,1,07:30pm,2,0,0.6,We had to wear these distortion goggles. Things were in neon colors. We has to walk though a blacked out tunnel than spun with neon paint. There was a scare actor wearing a neon afro. There was a big neon green pipe. The glasses we had to wear were white with black lettering on the side that said Halloween Nights. There was only two scare actors in that section. ,1,72.44,85.5,55.19,1.92,4.35,4.35,0,0,2.9,0,2.9,0,0,0,0,0,2.9,0,2.9,0,2.9,2.9,0,2.9,2.9,0,0,0,8.7,1.45,0,0,0,0,1.45,7.25,0,0,0,0,8.7,0,0,0,0,0,0,0,0,2.9,20.29,0,2.9,11.59,5.8,0,0,8.7,2.9,-10.44,-7.36,-54.9,30.94,2,1,2,5,3,1,23.53,100,49.02,100,0,100,20,0,20,67.69,0,100,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,12,0,12,1,12,0.833333333,69,19
1013,Infirmary,Delay,Role-assignment,Baseline,1,07:30pm,2,1,0.4,"This was the first section we went through. We were given white glasses that distorted our vision. The white glasses said Halloween Nights in black on the side. When we entered, we were met with an array of neon lights. I remember upon entrance to the first walkway, to the right, there was a window/mirror where I saw a scare actor in a colored afro scaring one of the other visitors and it was met with her scream. As we progressed, the walls were covered in neon colors and psychedelic patterns. It is also important to note that at the beginning of this section, there were two girls in red, white, and black outfits dancing on an elevated platform. Anyways, after the first walkway, we entered a tunnel that was blacked out and spinning with neon dots scattered throughout it. After this, there was one more walkway until it was over and I remember it being narrow. It was similar to the first walkway where the walls were bright and psychedelic. Right before we left, on the left near the entrance of the spinning tunnel that was next to where we exit, there was a large neon green pipe coming from the ground. I remember this being kinda disorienting but not very scary. Once we left, we walked past those dancing girls again and handed our glasses back to the guy working. More specifically, we put them in a black bucket. The person monitoring the collection of the glasses was in a dark suit with a hat and white makeup that made his face look emaciated. ",1,76.3,87.67,87.08,25.04,5.24,4.87,0.37,0,3.37,0,3.37,1.12,0.37,0,0.37,0,1.5,1.12,2.62,1.5,1.12,1.12,0,1.12,1.12,0,0,0,9.74,1.87,0,0,0,0,0.37,7.87,0,0,1.12,0.75,0,0,0.37,0,0,0.37,0,0,0,1.87,23.22,0.37,3.75,13.11,6.37,0.37,0,0.74,1.87,55.51,68.4,67.06,31.08,1,3,4,3,1,1,100,27.89,0,73.47,0,0,69.13,100,53.04,6.09,0,0,0.61,100,0.61,10,2,0,23,1,0,0,0,0,0,1,0,1,36,2,38,0.947368421,35,0.657142857,267,19
1013,Asylum,Delay,Role-assignment,Baseline,1,07:30pm,1,0,0.75,"The Asylum section of the tour was when we had to walk through a series of scenes. One of the first scenes was a woman in a red dress by a bed. I remember flashing lights and dark rooms. I want to say that there were hanging bodies that were dangling by chains. I remember in one of the later rooms, there was a big generatorlooking machine. It was not really scary, just more dark and walking through various scenes. I also think there was a man in a white lab coat. I remember it feeling short in duration, like no more than 3 minutes and it was not that scary. ",1,71.85,9.23,92.08,5.5,0.89,0.89,0,0,11.61,0.89,9.82,4.46,0,0.89,1.79,1.79,3.57,2.68,1.79,0,1.79,1.79,0,1.79,1.79,0,0,0,3.57,0.89,0,0,0,0,0.89,2.68,0,0,0.89,0.89,1.79,0.89,0.89,0,0,0,0,0,0,3.57,17.86,0,1.79,9.82,5.36,0,0.89,3.57,3.57,51.23,93.13,56.37,4.2,1,4,5,5,1,1,100,56.58,45.39,30.26,0,0,30.99,35.21,100,67.61,0,31.88,33.33,66.67,100,2,0,0,7,1,0,0,0,3,0,0,1,0,10,4,14,0.714285714,9,0.777777778,112,19
1013,DevilsDen,Delay,Role-assignment,Test,1,07:30pm,4,0,0.4,"I remember Devil's Den being the scariest. I do not really remember the first half of the tour, but I want to say that we walked around this corner where I saw a painting that looked like someone screaming, but painted in what was supposed to be made to look like blood. I want to say we also had to walk up and down stairs toward the end. I also want to say that right before this, we had to walk through a forrest of cells with one of the first cells on the right being a fake prisoner coming out of a chamber thing. The next one on the left was a skeleton looking man in a suit on the ground with his torso all ripped apart. The last cell was a scare actor. It was on the left side. He was dressed in all black with a purple cape and he would walk around the cell making noises and screams. As we were walking around, he would reach out his hand where he had a glove on with sharp claws/nails. I remember that the woman before us was stopped because he reached his hand right in front of her face. ",1,84,71.39,40.17,2.95,2.96,2.46,0,0.49,10.34,0.99,9.36,1.48,1.48,3.45,1.48,0.99,1.97,1.48,2.46,0,2.46,0.99,0,0.99,0.99,0,0,0,10.84,1.97,0,0,0,0.49,1.48,8.87,0,0,0.99,4.43,1.97,1.48,0,0,0,0,0,0,0,3.94,17.73,0.49,3.94,10.84,2.96,1.48,0,3.45,3.94,-35.82,-26.46,-28.96,-52.03,3,5,1,1,3,3,0,46.15,100,25,17.12,97.01,82.09,0,69.4,100,100,75,0,0,51.25,7,4,0,13,1,0,0,0,0,0,0,0,1,25,1,26,0.961538462,24,0.541666667,203,19
1013,GhostlyGrounds,Immediate,Role-assignment,Share,1,07:30pm,5,0,0.8,There was a guy with a chain saw. We walked past dangling bodies. There was a guy in a cell with long nail like things on his hands. We had to walk through this forest type of thing that had two bodies handing upon exit and a person below on the right hand side in a cape. We had to turn a corner with this strange painting depicting an abborition screaming. ,1,97.09,96.91,41.26,20.23,4.23,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,9.86,0,0,0,4.23,5.63,0,0,0,0,0,0,0,1.41,5.63,19.72,0,4.23,12.68,1.41,1.41,0,5.63,7.04,NA,-17.69,-21.65,NA,4,3,1,1,4,1,0,52.38,4.76,100,28.57,91.67,50,100,0,50,50,50,50,50,50,1,1,0,7,1,0,0,0,0,0,0,0,0,10,0,10,1,9,0.777777778,71,19
1013,GhostlyGrounds,Delay,Role-assignment,Share,1,07:30pm,5,1,0.8,"I remember Ghostly Grounds being scary. I want to say that is the one where we had to enter through a bus. There was a worker monitoring our enterance and she was wearing a black cape with red underneath. The bus was short but it felt long. There was a fast flashing light that would completely blackout the bus every other second. There was mannequins dressed in scary costumes scattered on the bus seats meant to disguise scare actors that would jump out at you when you passed them. After leaving the bus, we entered the building where the next thing I remember is a blacked out hallway with people coming out and scaring us. They would blend in with dark corners. I also remember that there was a moving floorway at one point that we were unprepared for. In order to leave this part of the tour, we had to walk down one of the cellblocks where it was foggy and there were scare actors following us and making weird noises and jumping out at us. ",1,62.1,91.52,85.15,1.11,5.68,4.55,0,1.14,9.66,1.7,7.95,2.84,0.57,2.27,0,0.57,1.7,1.7,3.41,0,3.41,2.84,0,2.84,2.84,0,0,0,9.66,0.57,0,0,0,0,0.57,9.09,0,0,0.57,0,2.27,0.57,0,0,0,0,0,0,0.57,4.55,21.02,0,6.25,11.36,2.84,0.57,0.57,2.84,5.12,13.73,15.66,-51.5,77.03,3,1,2,2,2,5,38.89,0,100,100,50,100,0,0,38.3,76.6,48.61,100,100,100,0,4,2,1,11,2,3,0,0,2,0,1,0,0,20,6,26,0.769230769,18,0.611111111,176,19
1014,Infirmary,Immediate,Role-assignment,Baseline,1,07:30pm,3,0,0.4,"I remember bright colors, wearing 3D glasses, jump scares, walking through shaking tunnels, neon lights, dancers, music, upbeat, not so scary, narrow hallways, painted neon faces
",1,64.84,7.93,81.58,20.23,0,0,0,0,7.69,0,7.69,3.85,0,0,0,0,3.85,3.85,15.38,7.69,7.69,11.54,3.85,7.69,7.69,0,0,0,3.85,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.92,0,7.69,3.85,11.54,3.85,0,0,0,-22.59,-11.67,-2.39,-53.71,2,4,1,1,2,2,0,100,0,0,0,41.67,0,0,100,0,100,0,0,0,0,2,2,0,6,1,0,0,0,0,0,0,0,0,11,0,11,1,10,0.6,26,19
1014,Infirmary,Delay,Role-assignment,Baseline,1,07:30pm,3,1,0,"I remember bright neon lights, strobe lights, polka dots, a shaky tunnel, people dancing on the tables, an artist hiding in the corner and then pushing art canvas directly towards us, 3D glasses, narrow sides and walkways, jump scares after the first shaking tunnel, a spinning tunnel and almost lost balance ",1,93.97,63.27,83.69,4.72,1.96,1.96,0,0,3.92,0,3.92,1.96,0,0,1.96,0,0,1.96,5.88,1.96,3.92,1.96,0,1.96,1.96,0,0,0,5.88,1.96,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,1.96,0,1.96,23.53,0,9.8,5.88,7.84,0,0,0,3.92,-23.06,-22.68,7.22,-53.71,2,3,1,1,2,2,0,100,35.29,35.29,2.94,30.3,0,100,33.33,66.67,100,0,0,0,0,4,2,0,8,0,0,0,0,0,0,0,0,0,14,0,14,1,14,0.571428571,51,19
1014,Asylum,Delay,Role-assignment,Baseline,1,07:30pm,1,0,0.25,"I remember polka dots and it was brighter than the first tour we went on. It Was not too scary and I cant remember too much from it other than we were crowded while walking and it was noisy, no one really scared me",1,1,1,98.07,1,4.55,4.55,0,0,22.73,4.55,18.18,4.55,0,2.27,0,2.27,11.36,4.55,11.36,0,11.36,4.55,0,4.55,4.55,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36,0,4.55,2.27,2.27,2.27,0,0,0,21.06,31.32,52.22,-20.36,2,4,1,5,1,2,50,100,50,50,0,0,0,50,100,81.25,100,0,50,50,0,1,0,0,4,1,0,0,0,0,0,0,0,1,6,1,7,0.857142857,5,0.8,44,19
1014,DevilsDen,Immediate,Role-assignment,Test,1,07:30pm,4,0,0.2,"I remember loud noises, jump scares, large machines, tooth electric chair, teeth filled out head, crates shattering, long tunnel, flashing lights, many people talking to themselves and screaming at us, and narrow hallways",1,78.71,74.59,71.27,1,3.03,3.03,0,0,3.03,0,3.03,3.03,0,0,0,0,0,3.03,6.06,0,6.06,3.03,0,3.03,3.03,0,0,0,9.09,3.03,0,0,0,0,3.03,6.06,0,0,0,0,0,0,0,0,3.03,0,0,0,0,9.09,30.3,0,3.03,12.12,6.06,9.09,0,3.03,9.09,-27.41,-16.34,-12.18,-53.71,4,4,1,1,2,2,0,85.71,0,100,100,42.86,0,0,100,100,100,0,0,0,0,2,1,0,8,0,0,0,0,0,0,0,0,0,11,0,11,1,11,0.727272727,33,19
1014,DevilsDen,Delay,Role-assignment,Test,1,07:30pm,4,1,0.4,"I remember the long tunnel at the end of that specific ""house"" and people jumping out to scare us, and the loud noises, the major slam of the crate near the beginning, also the chainsaw being flashed in our faces when we walked in. I remember people jumping out as I walked through the halls. I cant remember if I saw the tooth coated head in this Devil's Den or that Was another house ",1,80.1,14.33,99,1,4.05,4.05,0,0,9.46,0,9.46,4.05,0,1.35,2.7,0,5.41,4.05,4.05,0,4.05,1.35,0,1.35,1.35,0,0,0,4.05,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,21.62,0,6.76,9.46,2.7,2.7,0,0,6.76,12.3,19.54,22.87,-5.52,2,3,1,5,2,2,38.24,100,38.24,38.24,0,25,0,100,75,83.93,100,0,50,100,0,6,1,0,2,0,0,0,0,0,0,0,0,2,9,2,11,0.818181818,9,0.222222222,74,19
1014,GhostlyGrounds,Delay,Role-assignment,Share,1,07:30pm,5,0,0.6,"Walking into the bus, being scared by the man on the seat, dark bus, the series of stair ways to get to the next room, people scaring me from gated and non gated ""cells"", a dead body prosthetic laying on the ground. I also remember little windows with fire and limbs hanging. We walked on a shaky floor and felt I was going to fall. ",1,98.49,40.06,97.78,1.63,1.54,1.54,0,0,3.08,0,3.08,3.08,0,0,0,0,0,1.54,3.08,0,3.08,3.08,0,3.08,3.08,0,0,0,3.08,0,0,0,0,0,0,3.08,0,0,0,1.54,0,0,1.54,0,0,0,0,0,0,3.08,20,0,7.69,12.31,1.54,0,1.54,1.54,3.08,37.73,87.28,11.51,14.4,1,5,4,3,2,1,100,75,0,25,25,25,0,50,75,100,0,0,0,100,50,2,2,0,8,0,0,0,0,0,0,0,0,0,12,0,12,1,12,0.666666667,65,19
1015,Infirmary,Delay,Control,Baseline,0,07:30pm,2,0,0.25,Infirmary started where they gave you 3d glasses that you had to wear and everything was neon and bright there was 3d spiders everywhere on the wall you walked down this one hall and a clown with a hammer came was trying to scare you and there were other people trying to scare you I remember that you had to walk through this narrow hallway and someone was on the outside of the railing trying to scare you and at the end you had to give your glasses back. There was also a guy with three heads trying to scare you also. ,1,43.77,99,21.25,1.85,3.92,0,3.92,0,8.82,1.96,6.86,0.98,0,3.92,0.98,0,0.98,0.98,4.9,0.98,3.92,3.92,0,3.92,3.92,0,0,0,14.71,1.96,0,0,0,0,0,12.75,0,0,0,0.98,5.88,0,0,0,0,0,0,0,0,3.92,13.73,0,2.94,9.8,0.98,0,0,5.88,3.92,-30.17,-30.3,-32.92,-27.3,4,1,5,1,2,1,0,67.57,43.24,100,43.24,100,0,78.57,18.57,63.57,0,0,50,0,100,9,1,0,6,0,0,0,0,0,0,0,0,0,16,0,16,1,16,0.375,102,18
1015,Asylum,Immediate,Control,Baseline,0,07:30pm,1,0,0.5,"Asylum wasnt scary as I thought it was going to be they didnt have many actors being scary the one I remember is the girl in the red dress, there was a lot of sounds happening, to me it wasnt dark as I thought it was going to be as well. I know it was a lot of walking and wasnt much of scaring. ",1,19.94,1,88.07,1.63,0,0,0,0,15.38,3.08,12.31,6.15,0,0,0,0,6.15,1.54,6.15,1.54,4.62,4.62,0,4.62,4.62,0,0,0,4.62,0,0,0,0,0,0,4.62,0,0,1.54,0,0,0,1.54,0,0,0,0,0,0,4.62,9.23,0,1.54,3.08,3.08,1.54,0,1.54,4.62,-18.77,-16.93,-14.13,-25.26,3,4,1,1,3,3,0,0,100,33.33,33.33,75,50,0,100,50,100,100,0,100,100,2,0,0,2,1,0,0,0,0,1,0,1,0,5,2,7,0.714285714,4,0.5,65,18
1015,Asylum,Delay,Control,Baseline,0,07:30pm,1,1,1,"Asylum started with a person in the reception table and then you walk into a place with a lady in a red dress who talks to you, there was also a long hallway you have to walk down. There was a lot of air guns that went off. I remember something jumped out of a fridge. ",1,96.28,96.86,98.26,20.23,0,0,0,0,3.51,0,3.51,1.75,0,0,1.75,0,0,1.75,0,0,0,0,0,0,0,0,0,0,12.28,3.51,0,1.75,0,0,1.75,10.53,0,0,1.75,0,3.51,0,1.75,0,0,0,0,0,0,7.02,24.56,0,7.02,15.79,1.75,0,0,5.26,7.02,14.04,28.23,20.56,-6.67,2,3,3,3,2,1,47.62,100,0,57.14,57.14,18.03,0,100,40.98,40.98,0,0,100,0,100,2,2,0,2,0,0,0,0,0,0,0,0,0,6,0,6,1,6,0.333333333,57,18
1015,DevilsDen,Immediate,Control,Baseline,0,07:30pm,3,0,0.75,"Machine shop was scary to me as soon as you walk in you see two men that scare you. I also remember the long hall you have to walk down which was really dark and had so much fog and their were two people there who scare you. There was a lot of scaring to happen and the props were scary too it was dark in their, many actors scaring people and there was a lot of sounds that went off as well. ",1,15.19,97.26,49.65,1,0,0,0,0,3.61,0,3.61,1.2,0,0,0,1.2,1.2,1.2,8.43,1.2,7.23,7.23,0,7.23,7.23,0,0,0,12.05,0,0,0,0,0,0,12.05,0,0,0,1.2,2.41,0,0,0,0,0,0,0,0,4.82,16.87,0,3.61,8.43,3.61,1.2,0,2.41,4.82,44.46,63.64,38.79,30.94,4,3,2,3,5,1,92.31,61.54,0,100,100,12.09,47.25,100,18.68,0,0,100,0,0,0,4,1,0,4,2,0,0,0,0,0,0,0,0,11,0,11,1,9,0.444444444,83,18
1015,DevilsDen,Delay,Control,Baseline,0,07:30pm,3,1,1,I remember from Devil's Den that at the entrance there was two guys who jump out at you and then at the end of the haunted house you had to walk down a long hallway that had fog and strobe lights and someone was in the hall scaring you. I remember a lot of sounds were going on. And there was one actor with a chainsaw and other actors came up to you making noise in you ear to try to scare you. ,1,85.84,98.86,80.67,1,1.2,0,1.2,0,7.23,0,7.23,2.41,1.2,1.2,1.2,0,1.2,2.41,4.82,0,4.82,2.41,0,2.41,2.41,0,0,0,13.25,0,0,0,0,0,0,13.25,0,0,0,1.2,2.41,0,0,0,0,0,0,0,0,2.41,20.48,0,4.82,10.84,1.2,3.61,0,2.41,2.41,15.83,37.9,25.69,-16.1,2,3,1,3,5,2,60,100,0,66.25,66.25,20,20,100,28.33,0,100,0,100,0,0,4,2,0,4,0,0,0,0,0,0,0,0,0,10,0,10,1,10,0.4,83,18
1015,GhostlyGrounds,Delay,Control,Baseline,0,07:30pm,3,0,0.6,"I remember  from Ghostly Grounds that when you first go you have to walk on a bus to get inside and there were dead fake people and one real person who scares you. When you walk in the haunted house their was  box that had a fake dead person in it and it kept banging its head on the box, there were actors who were jumping out from cages scaring people, one part of the haunted house is walking in this dark room with dead people, smoke and a guy scaring you. There were a lot of noises happening and a person was hiding in the wall scaring you. ",1,63.42,98.75,65.87,1,0,0,0,0,2.78,0,2.78,0.93,0,0,0,0.93,0.93,0.93,8.33,0,8.33,3.7,0,3.7,3.7,0,0,0,14.81,1.85,0,0,0,1.85,0,12.96,0,0,0,0.93,1.85,0,0.93,0,0,0,0,0.93,0,6.48,18.52,0,4.63,11.11,1.85,1.85,0,2.78,7.41,-3.08,66.67,-22.21,-53.71,5,1,1,2,4,2,93.33,0,70,75.56,100,100,100,82.93,0,53.66,100,0,0,0,0,6,2,0,6,0,0,0,0,0,0,0,0,0,14,0,14,1,14,0.428571429,108,18
1016,Infirmary,Immediate,Control,Baseline,0,08:30pm,2,0,0.2,"it wasnt too scary, I just remember walking through exhibits where the people were staying away from me and doing more skits. It was a little had to decipher from the second part of the tour since the two exhibits were back to back. The black light 3d glasses were cool but very disorienting. ",1,71.02,2.75,92.16,20.23,0,0,0,0,11.11,0,11.11,3.7,1.85,0,0,0,5.56,1.85,3.7,1.85,1.85,1.85,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,1.85,0,0,0,7.41,16.67,0,1.85,9.26,3.7,0,1.85,5.55,7.41,-54.54,-32.13,-58.45,-73.04,4,1,5,1,3,2,0,50,75,100,2.5,100,33.33,0,0,10,45.45,0,0,45.45,100,3,0,0,1,2,0,0,0,0,0,1,0,1,6,2,8,0.75,4,0.25,54,22
1016,Infirmary,Delay,Control,Baseline,0,08:30pm,2,1,0.2,"I remember seeing actors performing more skits instead of following or trying to scare the people on the tour. They seemed more focused on the act than the people walking by. It was not as scary as I was expecting at first, but got creepier as we kept walking. I was walking second in our group, and remained in that spot until further into the penitentiary. The ceilings were higher than I expected and created more of an echo of all the noises.",1,89.52,16.42,90.36,1,4.82,2.41,2.41,0,12.05,1.2,10.84,2.41,0,1.2,2.41,0,7.23,1.2,4.82,0,4.82,3.61,0,3.61,3.61,0,0,0,7.23,1.2,0,0,0,1.2,0,6.02,0,0,0,0,0,0,1.2,0,0,0,0,0,1.2,2.41,15.66,1.2,3.61,7.23,1.2,2.41,0,1.2,3.61,-4.24,-17.09,31.07,-26.69,4,3,5,1,1,4,0,84.21,0,100,55.26,0,33.33,100,6.25,41.67,94.12,94.12,94.12,0,100,3,0,0,4,3,0,0,0,0,0,0,0,0,10,0,10,1,7,0.571428571,83,22
1016,Asylum,Delay,Control,Baseline,0,08:30pm,1,0,0.75,"Asylum was slightly scarier than the first exhibit, but there werent very many jump scares and it was easy to just walk through. I dont remember much from this section, but I do remember that it was about as scary as the first one, not too bad but definitely creepy. The other groups being closer to us in this section also made it less scary, with more people being within my field of vision. It wasnt as bright in this section, with dimmer lights making it hard to see.",1,24.75,1.24,91.13,1,1.11,1.11,0,0,14.44,0,14.44,2.22,2.22,0,0,1.11,8.89,2.22,7.78,1.11,6.67,6.67,0,6.67,5.56,0,0,0,2.22,0,0,0,0,0,0,2.22,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,4.44,16.67,0,2.22,8.89,4.44,0,1.11,2.22,4.44,8.33,-31.79,17.67,39.12,3,2,2,1,5,5,0,33.33,100,66.67,100,60,100,60,60,0,66.67,100,66.67,33.33,0,2,0,0,4,3,0,0,0,0,2,0,0,1,9,3,12,0.75,6,0.666666667,90,22
1016,DevilsDen,Immediate,Control,Baseline,0,08:30pm,4,0,0.4,"the Devil's Den was very dark upon entering, and by the second person I was singled out from the group and not allowed to pass and let other participants go past because the person wouldnt let me by. if it werent for that person, I dont believe I would have found this section as scary as I did. it was hard to see and the strobe lights definitely added to my fear as we continued to walk through the section. ",1,43.4,5.84,92.99,2.86,2.5,1.25,0,1.25,13.75,0,13.75,2.5,2.5,2.5,1.25,1.25,5,0,2.5,0,2.5,2.5,0,2.5,2.5,0,0,0,8.75,1.25,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,15,0,5,6.25,3.75,0,1.25,0,6.25,52,38.3,41.74,75.96,5,3,2,3,5,1,33.33,33.33,0,0,100,28.57,42.86,100,71.43,0,0,100,100,100,100,5,0,0,2,1,0,0,0,0,1,0,0,0,8,1,9,0.888888889,7,0.285714286,80,22
1016,DevilsDen,Delay,Control,Baseline,0,08:30pm,4,1,0.4,"The Devil's Den part of the tour was definitely more scary, as the person at the front was only letting people in a few at a time. The workers were yelling more and walking more like zombies, making it clear that they wanted to scare you and not seem human while doing so. it was very dark upon entering, and being singled out from the group was burned into my memory. It was interesting being at the back of the group, as I felt that anyone could come up and scare me and I wouldnt have any protection against them. the metal grate at the end of the section was dropped right as i walked through, and i mustve had scared eyes because the workers seemed to pick up on the fact that i was very jumpy and scared. even without seeing my full facial expressions, these people knew i was scared and did their jobs very well.",1,52.24,29.54,65.08,2.78,1.27,0,0,1.27,11.39,0,11.39,2.53,1.27,2.53,2.53,1.27,2.53,0.63,5.06,1.27,3.8,3.8,0,3.8,3.8,0,0,0,7.59,0.63,0,0,0,0,0.63,6.96,0,0,0,0,0,0.63,0,0,0.63,0,0,0.63,0.63,5.7,13.29,0,3.8,6.96,1.9,0.63,0.63,1.26,6.96,47.94,62.72,49.7,31.39,1,3,4,2,1,1,100,0,50,79.03,1.61,0,90.91,100,39,95.31,0,0,93.94,100,100,5,0,0,6,6,0,0,0,0,1,0,0,0,17,1,18,0.944444444,11,0.545454545,158,22
1016,GhostlyGrounds,Delay,Control,Baseline,0,08:30pm,5,0,0.4,"The Ghostly Grounds section was scary, having to enter through a school bus with a very narrow walk way down the middle. these actors got very up in your face, although they didnt touch any of us it seemed like they were about to every time they got close. i remember having a lot more eye contact during this section, with the workers who seemed to be looking into my soul. there was one point during this section that i found myself not moving forward, but i quickly started walking again once i realized how long it had been since i moved. ",1,43.21,29.11,99,10.43,1.98,0.99,0,0.99,12.87,0.99,11.88,5.94,1.98,0,2.97,0,3.96,0.99,0.99,0,0.99,0.99,0,0.99,0.99,0,0,0,10.89,1.98,0,0,0,0,1.98,8.91,0,0,0,0,1.98,0,1.98,0,0,0,0,0,0,3.96,22.77,0,4.95,13.86,2.97,0,0.99,3.96,3.96,43.1,75.3,34.03,19.97,1,2,5,5,1,1,100,30.22,75.54,30.22,0,0,100,14.04,75.44,87.72,0,66.67,33.33,66.67,100,7,1,0,1,2,0,0,0,0,0,0,0,0,11,0,11,1,9,0.111111111,101,22
1017,Infirmary,Immediate,Role-assignment,Baseline,2,06:15pm,3,0,0,The laser light right away with the hands popping out was so rad! I actually got really scared! I also couldnt see too well and that added some serious anxiety. Being at the end of the line was always a bit tough because they would sneak up behind me out of nowhere. I also thought that the loud banging was a bit scary as well. The uncertinty had me feeling a bit tense in the upper trap region of my back as well. Lots of rad things going on ,1,59.21,7.56,78.52,3.64,0,0,0,0,10.11,2.25,7.87,2.25,1.12,2.25,0,2.25,0,0,8.99,3.37,5.62,3.37,0,3.37,3.37,0,0,0,2.25,1.12,0,0,0,0,0,1.12,0,0,0,0,0,0,1.12,0,0,0,0,0,0,6.74,20.22,0,1.12,12.36,2.25,2.25,2.25,1.12,6.74,50.33,48.83,43.86,58.31,5,2,3,2,5,5,42.5,0,42.5,42.5,100,16.05,100,100,16.05,0,50,50,100,100,0,1,0,0,6,5,0,0,0,0,0,0,0,1,12,1,13,0.923076923,7,0.857142857,89,23
1017,Infirmary,Delay,Role-assignment,Baseline,2,06:15pm,3,1,0,The very first thing I remember with Infirmary was the room where we first walked in. The green light that was waist high and the smoke with hands coming out from underneath it was very scary and did not expect any of that. After that I remember walking through a circular shape the room as it looked like it was spinning clockwise. From there I remember walking through a clown room that was very scary. The smoke was also very disorienting as I was getting a little confused on where to go. This also was really tough to see exactly the corners and where characters would be popping up. ,1,52.92,21.05,93.81,2.23,0.92,0.92,0,0,8.26,0,8.26,2.75,0,0.92,1.83,1.83,0.92,2.75,2.75,0,2.75,2.75,0,2.75,1.83,0,0,0,0.92,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0.92,0,0,0.92,0,0,0,5.5,20.18,0,5.5,12.84,3.67,0,0,1.84,5.5,12.53,-11.21,-4.56,53.36,2,5,4,1,3,1,0,100,0,0,11.9,41.18,82.35,0,41.18,100,0,0,50,100,2.38,0,2,0,4,2,0,1,0,2,2,0,0,0,8,5,13,0.615384615,6,0.666666667,109,23
